tweet_id,created_at,text,impressions,likes,reposts,quotes,replies,bookmarks
2037484017251934416,2026-03-27 10:56,転職活動で「求人サイト眺めてるだけ」まだやってる？  正直それ、3ヶ月前の俺と同じ。 見てるだけで動いた気になってた。  でも実際に応募ボタン押すまで 何も変わ,0,0,0,0,0,0
2037484016153030767,2026-03-27 10:56,正直、職務経歴書なんて書けなかった  でもChatGPTに「営業3年」「やってきたこと」を雑に入れたら、それっぽい文章が出てきた  完璧じゃないけど、ゼロから書,0,0,0,0,0,0
2037399574269301237,2026-03-27 05:21,「正解を見つけてから動こう」  これ、俺もずっとやってた。  でも気づいたんだよね。 正解って動いた先にしかない。  調べて満足してる時間、 結局何も変わってな,0,0,0,0,0,0
2037399572935590113,2026-03-27 05:21,転職活動451日目。  正直、ここまで続けて わかったことがある。  「完璧な準備」なんて 一生こない。  履歴書も面接対策も やりながら修正していくしかない。,0,0,0,0,0,0
2037399571551420603,2026-03-27 05:21,面接で「御社の〇〇に惹かれました」って言葉、実は危険かも。  調べたらどこでも言える内容になってない？  俺が最近やってるのは「なぜ他社じゃなくここか」を1つだ,0,0,0,0,0,0
2037308110117699725,2026-03-26 23:17,面接で「なぜ転職を？」と聞かれたとき。  正直に言っていい。 「今の環境では成長できないと感じた」って。  ただし、その後が大事。  「だから御社で〇〇に挑戦し,0,0,0,0,0,0
2037122944069955796,2026-03-26 11:02,転職活動450日目。  正直、まだ「正解」は見つかってない。  でも調べて、試して、失敗して 「これは違う」がわかるようになった。  遠回りに見えるけど 動いた,0,0,0,0,0,0
2037122942681628906,2026-03-26 11:02,「転職したい」って思いながら 何も調べてない人、意外と多い。  求人サイト眺めるだけじゃ 何も変わらないんだよな。  自分の市場価値、 一回ちゃんと調べてみた？,0,0,0,0,0,0
2037122941339472120,2026-03-26 11:02,「まずは1社だけ応募してみる」  これだけでいい。  10社同時とか考えるから動けなくなる。  1社応募して、書類落ちても面接行っても、それが経験になる。  完,0,0,0,0,0,0
2037036875471335476,2026-03-26 05:20,面接で「なぜ転職を？」と聞かれたら  「成長したい」より 「今の環境でできることはやった。でも次のステージに行きたくなった」  この言い方のほうがリアルに響く。,0,0,0,0,0,0
2037036874250829901,2026-03-26 05:20,転職活動で「求人サイト眺めるだけ」まだやってる？  正直それ、私も半年やってた。 でも眺めてるだけじゃ何も変わらなかった。  変わったのは「1社だけ応募してみる,0,0,0,0,0,0
2037036873168613801,2026-03-26 05:20,転職活動って 「完璧な準備ができてから」 なんて日は来ない。  僕も最初は何もわからなかった。 でも動きながら調べて 調べながらまた動いて。  不完全なまま進む,0,1,0,0,0,0
2036946878294581743,2026-03-25 23:22,「もう遅いかも」って思った瞬間から始めた人、実際めっちゃいる。  俺もそうだった。  27歳、スキルなし、何から始めればいいかも分からない。  でも動いてみたら,0,0,0,0,0,0
2036759320302379239,2026-03-25 10:57,転職活動って 「完璧に準備してから動く」より 「動きながら整えていく」方が結局早い  履歴書も志望動機も 最初から100点じゃなくていい  書いて、出して、反応,0,0,0,0,0,0
2036759319081898485,2026-03-25 10:57,転職サイト15個試して気づいた。  情報を集めるほど動けなくなる。  「もっと良い求人あるかも」 「今じゃないかも」  これ、僕も繰り気味だった。  449日調,0,0,0,0,0,0
2036759317777424654,2026-03-25 10:57,転職活動で「やりたいこと」が見つからない時は まず「絶対やりたくないこと」を3つ書き出してみて  残業多い、電話対応、飛び込み営業とか何でもいい  消去法でも立,0,0,0,0,0,0
2036672000530260451,2026-03-25 05:10,「正解を見つけてから動こう」  これ、俺もずっとやってた。  でも転職って正解がないから 調べれば調べるほど迷子になる。  だから今は「とりあえず1社応募」を ,1,0,0,0,0,0
2036671999603245499,2026-03-25 05:10,転職サイト、登録だけして放置してない？  実はそれ、めちゃくちゃもったいない。  スカウト設定をオンにするだけで 向こうから声かかる可能性あるのに。  俺も最初,1,0,0,0,0,0
2036671998487663016,2026-03-25 05:10,転職活動で最初にやるべきこと、実は「求人を見る」じゃない。  まず自分の「嫌なこと」を3つ書き出す。  残業？人間関係？給料？  これだけで求人の見方が変わる。,1,0,0,0,0,0
2036583678936002769,2026-03-24 23:19,職務経歴書、何書けばいいかわからん問題。  ChatGPTに 「未経験からの転職です。強みを言語化して」 って相談してみて。  自分じゃ気づけなかった経験が 意,0,0,0,0,0,0
2036397458712829955,2026-03-24 10:59,転職活動始めて1年以上。  正直、まだ迷うことある。  でも1年前の自分と違うのは 「迷いながらも動けてる」こと。  完璧に準備できてから動くより 不完全でも動,0,0,0,0,0,0
2036397457685323791,2026-03-24 10:59,転職サイトに登録だけして満足してない？  正直、それ半年前の俺。  毎日求人眺めて 「いいのないな」で終わる日々。  でも実際に動いた人だけが 次のステージに進,0,0,0,0,0,0
2036397456699564528,2026-03-24 10:59,職務経歴書、何書けばいいか分からなくて止まってた  ChatGPTに「未経験から〇〇職に転職したい。強みを整理して」って投げたら、自分では気づかなかった経験の言,0,0,0,0,0,0
2036378549356056797,2026-03-24 09:44,職務経歴書、何書けばいいかわからなくて止まってた。  でもChatGPTに「未経験から事務職に転職したい」って相談したら、自己PRの叩き台が3分で出てきた。  ,0,0,0,0,0,0
2036309567131304207,2026-03-24 05:10,ChatGPTに「自分の強みがわからない」って相談してみた  過去の経験を箇条書きで入れたら「これって〇〇力ですね」って言語化してくれた  自分じゃ気づけない視,0,0,0,0,0,0
2036309564996403659,2026-03-24 05:10,「やりたいことがない」って悩んでたけど 最近気づいたことがある。  やりたいことより 「これだけは絶対嫌」を書き出す方が早い。  満員電車が無理、ノルマきつい、,0,0,0,0,0,0
2036221436483035266,2026-03-23 23:19,職務経歴書、何書けばいいかわからん問題。  ChatGPTに「この経験を転職向けにアピールできる文章にして」って投げてみ。  自分じゃ気づかない強みを言語化して,0,0,0,0,0,0
2036088034047709652,2026-03-23 14:29,転職サイトに登録して満足してる人、まだそこで止まってない？  正直それ、始めてすらいない。  プロフィール埋めて、職務経歴ちゃんと書いて、スカウト待ちの状態まで,0,0,0,0,0,0
2036088032776876311,2026-03-23 14:29,職務経歴書、白紙のまま3日経過してない？  俺はChatGPTに「未経験でも伝わる書き方教えて」って聞いた  完璧じゃないけど、叩き台ができるだけで手が動き始め,0,0,0,0,0,0
2036035544686407819,2026-03-23 11:01,履歴書の自己PR、何書けばいいか分からなかった  ChatGPTに「営業3年やってたけど実績ない。強みを見つけて」って聞いたら 自分じゃ気づけなかった視点くれた,0,0,0,0,0,0
2036035543683956770,2026-03-23 11:01,転職活動で「求人を眺めるだけ」で終わってない？  正直、俺もずっとそうだった。  でも気づいたんだよね。 見てるだけじゃ何も変わらないって。  1社でいいから応,0,0,0,0,0,0
2036035542773854479,2026-03-23 11:01,「とりあえず求人見てる」だけで満足してない？  正直、俺もそうだった。 毎日眺めてるのに応募ボタン押せない。  変えたのは1つだけ。 「今日1社だけ保存する」を,0,0,0,0,0,0
2035973979400200236,2026-03-23 06:56,面接で「なぜ転職を？」と聞かれたら  「今の環境が嫌だから」は本音でも言わない方がいい  代わりに使えるのが「〇〇に挑戦したいから」という未来軸の答え  嘘じゃ,0,0,0,0,0,0
2035973978414587988,2026-03-23 06:56,転職したいのに「まだ自己分析してない」って人、意外と多い。  でも待って。 自分の強みも分からないまま求人見ても、どれも同じに見えて迷子になるだけ。  まずは過,0,0,0,0,0,0
2035973977454043329,2026-03-23 06:56,ChatGPTに「自分の強み分からない」って相談してみた。  過去の経験を深掘りされて 「あ、これ強みだったんだ」って気づけた。  完璧な答えじゃないけど 自分,0,0,0,0,0,0
